rank_1based,id,name,network,symbol,private,created,proposalsCount,followersCount,cum_proposals,cum_coverage,is_selected
5852,kust88.eth,keht88,1,VOTE,False,1706791277,16,1,234555,0.7841999859579206,False
5853,bloodman.eth,ecexsw,1,VOTE,False,1706791723,16,1,234571,0.7842534795938496,False
5854,gentlecat.eth,airmax,1,VOTE,False,1711741984,16,1,234587,0.7843069732297786,False
5855,elcintr.eth,elcintr,1,VOTE,True,1706791798,16,0,234603,0.7843604668657076,False
5856,vitalikrezerv.eth,evempettre,1,VOTE,False,1706791835,16,1,234619,0.7844139605016366,False
5857,cointv02.eth,cointv02,1,VOTE,False,1706791877,16,1,234635,0.7844674541375656,False
5858,aylakadam.eth,aylakadam,1,VOTE,True,1706791897,16,0,234651,0.7845209477734946,False
5859,anurfan.eth,best,1,VOTE,False,1706791913,16,1,234667,0.7845744414094236,False
5860,jstin1.eth,wqddw,1,VOTE,False,1706792113,16,1,234683,0.7846279350453526,False
5861,idol091.eth,yhbuhiu,1,VOTE,False,1706792311,16,1,234699,0.7846814286812815,False
5862,rewfdv.eth,track,1,VOTE,False,1706795374,16,0,234715,0.7847349223172105,False
5863,oppo0.eth,maxico,1,VOTE,False,1706792387,16,1,234731,0.7847884159531395,False
5864,ludwig2.eth,qweqwr,1,VOTE,False,1706793194,16,1,234747,0.7848419095890685,False
5865,lucascointv03.eth,cointv3,1,VOTE,False,1706793240,16,1,234763,0.7848954032249976,False
5866,denwer4.eth,qwer,1,VOTE,False,1706793323,16,1,234779,0.7849488968609266,False
5867,lifecrypto1.eth,poll6,1,VOTE,False,1706793818,16,1,234795,0.7850023904968556,False
5868,trevor1.eth,BrainStorm,1,VOTE,False,1711735690,16,2,234811,0.7850558841327846,False
5869,hochy.eth,Requiem,1,VOTE,False,1711731804,16,1,234827,0.7851093777687136,False
5870,soyouthinkyoucanfarm.eth,poo poo pee pee,1,VOTE,False,1711729431,16,1,234843,0.7851628714046426,False
5871,boston7.eth,roop4,1,VOTE,False,1706794211,16,1,234859,0.7852163650405716,False
5872,701116.eth,701116.eth,1,VOTE,False,1706795011,16,1,234875,0.7852698586765006,False
5873,xixi999.eth,agent,1,VOTE,False,1706790967,16,1,234891,0.7853233523124296,False
5874,gas999.eth,wqer,1,VOTE,False,1706790835,16,1,234907,0.7853768459483585,False
5875,pirtes.eth,gfnhfg,1,VOTE,False,1706790760,16,1,234923,0.7854303395842875,False
5876,cirty19.eth,ccc,1,VOTE,False,1706790692,16,1,234939,0.7854838332202165,False
5877,resister1.eth,exoit,1,VOTE,False,1706786563,16,1,234955,0.7855373268561456,False
5878,ewan6.eth,3dfewa,1,VOTE,False,1706787083,16,1,234971,0.7855908204920746,False
5879,gabby754.eth,ihuio,1,VOTE,False,1706787164,16,1,234987,0.7856443141280036,False
5880,basta9865.eth,4fer,1,VOTE,False,1706787202,16,1,235003,0.7856978077639326,False
5881,seymyname.eth,Jonk,1,VOTE,False,1711760001,16,1,235019,0.7857513013998616,False
5882,hypnosis33.eth,sdfsd,1,VOTE,False,1706787248,16,1,235035,0.7858047950357906,False
5883,red663.eth,werewt,1,VOTE,False,1706787345,16,1,235051,0.7858582886717196,False
5884,harward8.eth,gaer4,1,VOTE,False,1706787515,16,1,235067,0.7859117823076486,False
5885,baryboo.eth,babe,1,VOTE,False,1706787701,16,0,235083,0.7859652759435776,False
5886,koster0.eth,ree3d,1,VOTE,False,1706787735,16,1,235099,0.7860187695795066,False
5887,jober3.eth,jober2,1,VOTE,False,1706787867,16,1,235115,0.7860722632154356,False
5888,cir1cir.eth,anistis,1,VOTE,False,1706788047,16,1,235131,0.7861257568513645,False
5889,gwei09.eth,qwrr,1,VOTE,False,1706788526,16,1,235147,0.7861792504872935,False
5890,joiner02.eth,wqe,1,VOTE,False,1706788604,16,1,235163,0.7862327441232226,False
5891,gfwd2.eth,edwed,1,VOTE,False,1706788832,16,1,235179,0.7862862377591516,False
5892,azii99.eth,mark,1,VOTE,False,1706788848,16,1,235195,0.7863397313950806,False
5893,ugen8d.eth,egun88,1,VOTE,False,1706789018,16,1,235211,0.7863932250310096,False
5894,lines49.eth,spae,1,VOTE,False,1706789378,16,1,235227,0.7864467186669386,False
5895,kazik1.eth,fbi,1,VOTE,False,1706790102,16,1,235243,0.7865002123028676,False
5896,quehuonglt.eth,QueHuong,1,VOTE,False,1706790118,16,1,235259,0.7865537059387966,False
5897,panamka2.eth,ewqr,1,VOTE,False,1706790664,16,1,235275,0.7866071995747256,False
5898,ythfnbv.eth,dns,1,VOTE,False,1706795225,16,1,235291,0.7866606932106546,False
5899,evademir.eth,eva,1,VOTE,True,1706795623,16,1,235307,0.7867141868465836,False
5900,rgiki.eth,fart,1,VOTE,False,1706722443,16,1,235323,0.7867676804825126,False
5901,bullxx02.eth,bull2,1,VOTE,False,1706814337,16,1,235339,0.7868211741184415,False
5902,maskishow.eth,gfdghgd,1,VOTE,False,1706812452,16,1,235355,0.7868746677543706,False
5903,web3hour.eth,joki,1,VOTE,False,1706812674,16,1,235371,0.7869281613902996,False
5904,ribin.eth,jik,1,VOTE,False,1706812700,16,1,235387,0.7869816550262286,False
5905,velvetcoin.eth,lol,1,VOTE,False,1706812731,16,1,235403,0.7870351486621576,False
5906,odjitop.eth,weewr,1,VOTE,False,1706813255,16,1,235419,0.7870886422980866,False
5907,elonmasky.eth,dsgsdgs,1,VOTE,False,1706813335,16,1,235435,0.7871421359340156,False
5908,verifii.eth,ddgsdg,1,VOTE,False,1706813442,16,1,235451,0.7871956295699446,False
5909,opkojmi.eth,Ikol,1,VOTE,False,1706813483,16,1,235467,0.7872491232058736,False
5910,frankymorello.eth,khjk,1,VOTE,False,1706814177,16,1,235483,0.7873026168418026,False
5911,nenado.eth,sdads,1,VOTE,False,1706814252,16,1,235499,0.7873561104777316,False
5912,web3worldhi.eth,dcffd,1,VOTE,False,1706814893,16,1,235515,0.7874096041136606,False
5913,wqeret.eth,123,1,VOTE,False,1706796529,16,1,235531,0.7874630977495896,False
5914,loveiscrypto.eth,dfhgdfhjfd,1,VOTE,False,1706814982,16,1,235547,0.7875165913855185,False
5915,vsesvoi.eth,scsafas,1,VOTE,False,1706815057,16,1,235563,0.7875700850214477,False
5916,0xagness.eth,0xagnes.eth,1,VOTE,True,1706815338,16,1,235579,0.7876235786573766,False
5917,5xere.eth,reer5d,1,VOTE,False,1706815744,16,1,235595,0.7876770722933056,False
5918,tereza2.eth,terez24fd,1,VOTE,False,1706815796,16,1,235611,0.7877305659292346,False
5919,d2dwd.eth,de2we,1,VOTE,False,1706815809,16,1,235627,0.7877840595651636,False
5920,0xtomriss.eth,0xtomris.eth,1,VOTE,True,1706815896,16,0,235643,0.7878375532010926,False
5921,lucasbullxx03.eth,bull3,1,VOTE,False,1706816651,16,1,235659,0.7878910468370216,False
5922,2edas.eth,2xeexe,1,VOTE,False,1706816743,16,1,235675,0.7879445404729506,False
5923,0xpeterpann.eth,0xpeterpan,1,VOTE,False,1706816806,16,0,235691,0.7879980341088796,False
5924,cooleagle.eth,DAO,1,VOTE,False,1711720272,16,1,235707,0.7880515277448086,False
5925,kriminalnuy.eth,yyrt,1,VOTE,False,1706812255,16,1,235723,0.7881050213807376,False
5926,ytjhgn.eth,we,1,VOTE,False,1706810660,16,1,235739,0.7881585150166666,False
5927,laster8.eth,ulik,1,VOTE,False,1706810415,16,1,235755,0.7882120086525957,False
5928,rtgvxvc.eth,sp1,1,VOTE,False,1706797682,16,1,235771,0.7882655022885247,False
5929,jghjhnb.eth,boss,1,VOTE,False,1706797998,16,1,235787,0.7883189959244536,False
5930,dasster9.eth,Gokil Logikov,1,VOTE,False,1706798312,16,1,235803,0.7883724895603826,False
5931,xcvcvb.eth,sdf,1,VOTE,False,1706799525,16,1,235819,0.7884259831963116,False
5932,5201314wyy.eth,123456,1,VOTE,False,1706799698,16,1,235835,0.7884794768322406,False
5933,gabbela3.eth,Lpol,1,VOTE,False,1706799718,16,1,235851,0.7885329704681696,False
5934,porter2.eth,Koli Gol,1,VOTE,False,1706799907,16,1,235867,0.7885864641040986,False
5935,11177777.eth,view,137,MATIC,False,1690204214,16,4,235883,0.7886399577400276,False
5936,kipishb.eth,dwecsd,1,VOTE,False,1706800238,16,1,235899,0.7886934513759566,False
5937,kaofelia.eth,Crypto VNN,1,VOTE,False,1706801355,16,1,235915,0.7887469450118856,False
5938,000011112.eth,coincoin,137,MATIC,False,1690202763,16,4,235931,0.7888004386478146,False
5939,cointv05.eth,coint5,1,VOTE,False,1706802075,16,1,235947,0.7888539322837436,False
5940,lucascointv04.eth,coi4,1,VOTE,False,1706802242,16,1,235963,0.7889074259196727,False
5941,marry68.eth,Crypto Testnet airdrop,1,VOTE,False,1706804211,16,1,235979,0.7889609195556017,False
5942,unosick.eth,DAO CROPP,1,VOTE,False,1711723009,16,2,235995,0.7890144131915307,False
5943,master75.eth,Dodi,1,VOTE,False,1706807314,16,1,236011,0.7890679068274596,False
5944,asunachan.eth,Asunachan,1,VOTE,False,1707064421,16,1,236027,0.7891214004633886,False
5945,region999.eth,Olping,1,VOTE,False,1706809871,16,1,236043,0.7891748940993176,False
5946,bobamessi.eth,Pol,1,VOTE,False,1706809904,16,1,236059,0.7892283877352466,False
5947,fort342.eth,ui,1,VOTE,False,1706809974,16,1,236075,0.7892818813711756,False
5948,cash-legacy.eth,DAO,1,VOTE,False,1711720272,16,1,236091,0.7893353750071046,False
5949,pullbearbass.eth,money flow,1,VOTE,False,1706786239,16,1,236107,0.7893888686430336,False
5950,topgoal.eth,topgoal,1,ETH,False,1637382171,16,6,236123,0.7894423622789626,False
5951,faster3.eth,zxcvc,1,VOTE,False,1706785141,16,1,236139,0.7894958559148916,False
5952,btcdrop.eth,wqe,1,VOTE,False,1706728363,16,1,236155,0.7895493495508207,False
5953,pilotpanam3.eth,gans3,1,VOTE,False,1706727048,16,1,236171,0.7896028431867497,False
5954,nikibor.eth,bomba1,1,VOTE,False,1706727249,16,1,236187,0.7896563368226787,False
5955,cource.eth,Cource,1,VOTE,False,1711859565,16,1,236203,0.7897098304586077,False
5956,smallmoody.eth,hyperchain,1,VOTE,False,1706727761,16,1,236219,0.7897633240945366,False
5957,underdog77.eth,gooses,1,VOTE,False,1706728061,16,1,236235,0.7898168177304656,False
5958,zxccvb.eth,rolex,1,VOTE,False,1706728063,16,1,236251,0.7898703113663946,False
5959,btcethtop.eth,fsdf,1,VOTE,False,1706728105,16,1,236267,0.7899238050023236,False
5960,t6868.eth,t6868,1,VOTE,False,1711855665,16,0,236283,0.7899772986382526,False
5961,btclose.eth,sfafs,1,VOTE,False,1706728204,16,1,236299,0.7900307922741816,False
5962,profitmaker.eth,justin,1,VOTE,False,1706728309,16,1,236315,0.7900842859101106,False
5963,bvngfh.eth,bile,1,VOTE,False,1706728586,16,1,236331,0.7901377795460396,False
5964,ameliaefanova.eth,Amelia,1,VOTE,False,1706784572,16,1,236347,0.7901912731819686,False
5965,memo48.eth,monat,1,VOTE,False,1706729016,16,0,236363,0.7902447668178977,False
5966,mousecrypto.eth,bass,1,VOTE,False,1706729171,16,1,236379,0.7902982604538267,False
5967,wqerwqe.eth,lzdao,1,VOTE,False,1706729175,16,1,236395,0.7903517540897557,False
5968,tirreon.eth,lider,1,VOTE,False,1706729417,16,1,236411,0.7904052477256847,False
5969,s6868.eth,s6868,1,VOTE,False,1711855345,16,0,236427,0.7904587413616136,False
5970,meta.durmusaliacar.eth,Dali,1,VOTE,True,1706729689,16,0,236443,0.7905122349975426,False
5971,ewfdfg.eth,aPeople,1,VOTE,False,1706729766,16,1,236459,0.7905657286334716,False
5972,gangstaua.eth,troyan,1,VOTE,False,1706729876,16,1,236475,0.7906192222694006,False
5973,wetfsad.eth,Sadam,1,VOTE,False,1706730236,16,1,236491,0.7906727159053296,False
5974,blackwhitete.eth,Lubiteli poswapat',137,MATIC,False,1690577933,16,5,236507,0.7907262095412586,False
5975,ollder4.eth,peter3we,1,VOTE,False,1706726963,16,1,236523,0.7907797031771876,False
5976,mindblowondao.eth,Mindblowon DAO,1,MINDBLOWON,True,1671548873,16,9,236539,0.7908331968131166,False
5977,ursa092.eth,gggeeg,1,VOTE,False,1706726604,16,1,236555,0.7908866904490457,False
5978,wqewer.eth,elasta,1,VOTE,False,1706726546,16,1,236571,0.7909401840849747,False
5979,anumi7.eth,aster2,1,VOTE,False,1706722541,16,1,236587,0.7909936777209037,False
5980,poppigo.eth,piggybro,1,VOTE,False,1706722586,16,1,236603,0.7910471713568327,False
5981,mothermother111.eth,dssd,1,VOTE,False,1706722612,16,1,236619,0.7911006649927617,False
5982,itzprem.eth,PREMIUM DAO,1,VOTE,False,1690620582,16,136,236635,0.7911541586286907,False
5983,joincrypto757.eth,wqe,1,VOTE,False,1706722832,16,1,236651,0.7912076522646196,False
5984,userarget.eth,killer7,1,VOTE,False,1706723306,16,1,236667,0.7912611459005486,False
5985,nijijwa.eth,rfyioh,1,VOTE,False,1706723307,16,1,236683,0.7913146395364776,False
5986,weqfdsv.eth,i am boss,1,VOTE,False,1706723401,16,1,236699,0.7913681331724066,False
5987,rexo1.eth,im ready,1,VOTE,False,1709139126,16,1,236715,0.7914216268083356,False
5988,fikollkas.eth,kukumber,1,VOTE,False,1706723469,16,1,236731,0.7914751204442646,False
5989,ethtopaw.eth,ioioijio,1,VOTE,False,1706723598,16,1,236747,0.7915286140801936,False
5990,kokkiiilsa.eth,ester1,1,VOTE,False,1706723684,16,1,236763,0.7915821077161227,False
5991,hooijkhkjg.eth,foooter,1,VOTE,False,1706724106,16,1,236779,0.7916356013520517,False
5992,lolikibboool.eth,444rose,1,VOTE,False,1706724254,16,1,236795,0.7916890949879807,False
5993,opopopzx.eth,markl,1,VOTE,False,1706725009,16,0,236811,0.7917425886239097,False
5994,qwersda.eth,Audit this,1,VOTE,False,1706725220,16,1,236827,0.7917960822598387,False
5995,ethethbtc.eth,tothy3,1,VOTE,False,1706725393,16,1,236843,0.7918495758957677,False
5996,retrit3f.eth,rak33,1,VOTE,False,1706725747,16,1,236859,0.7919030695316966,False
5997,tooth444.eth,kuchma3,1,VOTE,False,1706725876,16,1,236875,0.7919565631676256,False
5998,webbshop.eth,WebbShop,1,VOTE,True,1671536750,16,4,236891,0.7920100568035546,False
5999,killler777.eth,rat3,1,VOTE,False,1706726237,16,1,236907,0.7920635504394836,False
6000,franky8.eth,4days,1,VOTE,False,1706730539,16,1,236923,0.7921170440754126,False
6001,ethdenverus.eth,dumbs2,1,VOTE,False,1706730670,16,1,236939,0.7921705377113416,False
6002,godbless9.eth,olly,1,VOTE,False,1706731135,16,1,236955,0.7922240313472707,False
6003,denlari.eth,den,1,VOTE,False,1706746541,16,1,236971,0.7922775249831997,False
6004,rdatadao.eth,r/datadao,8453,RDAT,False,1711796618,16,366,236987,0.7923310186191287,False
6005,gurbuz.eth,Nigo,324,VOTE,True,1706767829,16,1,237003,0.7923845122550577,False
6006,gloria-victoribus.eth,DAO VIctory,1,VOTE,False,1711793742,16,1,237019,0.7924380058909867,False
6007,halynabar.eth,HalynaBAR,1,VOTE,False,1706768702,16,1,237035,0.7924914995269157,False
6008,racer-king.eth,DAO raicer,1,VOTE,False,1711791649,16,1,237051,0.7925449931628447,False
6009,peynirlimakarna.eth,Peynirlimakarna,1,VOTE,False,1706773292,16,0,237067,0.7925984867987736,False
6010,muskbuy.eth,reds,1,VOTE,False,1706773641,16,1,237083,0.7926519804347026,False
6011,hoppalinga.eth,future lovew,1,VOTE,False,1706773819,16,2,237099,0.7927054740706316,False
6012,tarcinlicorek.eth,Tarcınlı Corek,1,VOTE,False,1706773896,16,0,237115,0.7927589677065606,False
6013,cheemslover.eth,CheemsLover,1,ETH,False,1690522650,16,21,237131,0.7928124613424896,False
6014,tanyacosmos.eth,TanyaCosmos,1,VOTE,False,1706774923,16,1,237147,0.7928659549784186,False
6015,alirezayi.eth,ali,1,VOTE,False,1711784099,16,0,237163,0.7929194486143477,False
6016,jesussaint.eth,chains,1,VOTE,False,1706776671,16,1,237179,0.7929729422502767,False
6017,jeryque.eth,twitch,1,VOTE,False,1706776671,16,1,237195,0.7930264358862057,False
6018,headegg.eth,Format,1,VOTE,False,1706777660,16,1,237211,0.7930799295221347,False
6019,samey.eth,Har har mahadevv,1,VOTE,False,1706777793,16,0,237227,0.7931334231580637,False
6020,bassboss77.eth,bss,1,VOTE,False,1706783519,16,1,237243,0.7931869167939927,False
6021,360cn.eth,360cn,1,ETH,False,1637377686,16,8,237259,0.7932404104299217,False
6022,laass.eth,das,1,VOTE,False,1706784149,16,1,237275,0.7932939040658507,False
6023,piggey2.eth,qwrr,1,VOTE,False,1706784410,16,1,237291,0.7933473977017796,False
6024,garret564.eth,sdfsdg,1,VOTE,False,1706784513,16,1,237307,0.7934008913377086,False
6025,laydy.eth,aly,1,VOTE,False,1711806967,16,1,237323,0.7934543849736376,False
6026,qwrewsd.eth,vreate,1,VOTE,False,1706744970,16,1,237339,0.7935078786095666,False
6027,vcxncv.eth,spacebro,1,VOTE,False,1706731909,16,1,237355,0.7935613722454957,False
6028,zili3.eth,azimut,1,VOTE,False,1706744178,16,1,237371,0.7936148658814247,False
6029,coinflipr.eth,breath,1,VOTE,False,1706732060,16,1,237387,0.7936683595173537,False
6030,sunrise12.eth,bream,1,VOTE,False,1706732316,16,1,237403,0.7937218531532827,False
6031,ccxvc.eth,poFanu,1,VOTE,False,1706732327,16,1,237419,0.7937753467892117,False
6032,coinjazz.eth,22,1,VOTE,False,1706732400,16,1,237435,0.7938288404251407,False
6033,wellcryptos.eth,jui0jitsu,1,VOTE,False,1706732763,16,1,237451,0.7938823340610697,False
6034,doydog.eth,rambler,1,VOTE,False,1706732869,16,1,237467,0.7939358276969987,False
6035,xczvcv.eth,massi,1,VOTE,False,1706732918,16,1,237483,0.7939893213329277,False
6036,amita93.eth,123d,1,VOTE,False,1706733117,16,1,237499,0.7940428149688566,False
6037,mikerum.eth,yellow,1,VOTE,False,1706733319,16,1,237515,0.7940963086047856,False
6038,vcxvxc.eth,yagi,1,VOTE,False,1706735060,16,1,237531,0.7941498022407146,False
6039,wqfdsf.eth,webing,1,VOTE,False,1706736979,16,1,237547,0.7942032958766436,False
6040,xczcxzc.eth,zufu,1,VOTE,False,1706737397,16,1,237563,0.7942567895125727,False
6041,gfggj.eth,eth,1,VOTE,False,1706738987,16,1,237579,0.7943102831485017,False
6042,richkidofblockchain.eth,AloneCat,1,VOTE,False,1706739536,16,0,237595,0.7943637767844307,False
6043,dsfdsv.eth,na pikr,1,VOTE,False,1706740140,16,1,237611,0.7944172704203597,False
6044,palandoken.eth,palandoken,1,VOTE,True,1706740373,16,1,237627,0.7944707640562887,False
6045,munrismult.eth,ned,1,VOTE,False,1706741773,16,1,237643,0.7945242576922177,False
6046,natas77.eth,333,1,VOTE,False,1706742542,16,1,237659,0.7945777513281467,False
6047,westcoasthere.eth,west,1,VOTE,False,1706742882,16,1,237675,0.7946312449640757,False
6048,delaver.eth,stop,1,VOTE,False,1706743473,16,1,237691,0.7946847386000047,False
6049,primeeth.eth,1r,1,VOTE,False,1706743650,16,1,237707,0.7947382322359337,False
6050,jader3.eth,Dendy,1,VOTE,False,1706807465,16,1,237723,0.7947917258718626,False
6051,flower30.eth,Flower,1,VOTE,False,1710754840,16,1,237739,0.7948452195077916,False
6052,xctfgvhbjnk.eth,Igor,1,VOTE,False,1710907819,16,1,237755,0.7948987131437207,False
6053,tangsan281.eth,bakalim,1,VOTE,False,1708395230,16,1,237771,0.7949522067796497,False
6054,sahrabest.eth,sahrabest,1,ETH,True,1708375683,16,1,237787,0.7950057004155787,False
6055,mr-majid.eth,mr majid,1,ETH,True,1708376330,16,1,237803,0.7950591940515077,False
6056,khumpula.eth,KHUMPULA,1,ETH,True,1708378612,16,1,237819,0.7951126876874367,False
6057,saaeed.eth,Dao Dao,1,ETH,True,1708379468,16,1,237835,0.7951661813233657,False
6058,owlcollege.eth,owlcollege DAO,1,ETH,True,1708380333,16,1,237851,0.7952196749592947,False
6059,mohamadjavidi.eth,MAMaDJavidi DAO,1,ETH,True,1708380796,16,1,237867,0.7952731685952237,False
6060,drsaharcrypto.eth,DRSaharcrypto DAO,1,ETH,True,1708381238,16,1,237883,0.7953266622311527,False
6061,friendtechlfg.eth,laura,1,VOTE,True,1708389642,16,0,237899,0.7953801558670817,False
6062,cryptoemirates20.eth,cryptomine,1,ETH,True,1708391465,16,1,237915,0.7954336495030107,False
6063,layerzer0.eth,UselessDao,1,TT,False,1647475727,16,10,237931,0.7954871431389396,False
6064,narutosasuke19.eth,sus bir ya,1,VOTE,False,1708398444,16,1,237947,0.7955406367748686,False
6065,cccfvfdg.eth,hedeng+,1,VOTE,False,1708613583,16,1,237963,0.7955941304107977,False
6066,21158.eth,WUJIONGLEI,1,VOTE,False,1708403311,16,1,237979,0.7956476240467267,False
6067,petmehdivet.eth,ruvik-evil within,1,ETH,True,1708404225,16,1,237995,0.7957011176826557,False
6068,fateme67.eth,fateme1,1,eth,True,1708405513,16,1,238011,0.7957546113185847,False
6069,ksk131313.eth,131313,1,VOTE,False,1708407105,16,1,238027,0.7958081049545137,False
6070,77549.eth,JieQi,1,VOTE,False,1708412305,16,2,238043,0.7958615985904427,False
6071,kusnerrhymern.eth,kusnerrhymern,137,VOTE,False,1709482547,16,1,238059,0.7959150922263717,False
6072,radinamparishahirzahmehri.eth,radiiiiiiiiiii,1,ETH,True,1708420902,16,1,238075,0.7959685858623007,False
6073,solmaz7aryan.eth,solmaz,1,ETH,True,1708424717,16,2,238091,0.7960220794982297,False
6074,ai2040crypto.eth,ZK Technology,1,VOTE,False,1708424846,16,13,238107,0.7960755731341587,False
6075,saman1372.eth,saman,1,ETH,True,1708425938,16,3,238123,0.7961290667700877,False
6076,yasoooo4.eth,YASOOOO,1,ETH,True,1708375116,16,2,238139,0.7961825604060166,False
6077,sexhotel.eth,sexhotel,1,VOTE,False,1709484806,16,1,238155,0.7962360540419458,False
6078,natito.eth,NattticeQQ,1,VOTE,False,1708374583,16,2,238171,0.7962895476778747,False
6079,salemanager.eth,salemanager,1,eth,True,1708371716,16,1,238187,0.7963430413138037,False
6080,secret3.eth,Secret3 DAO,56,SRT3,False,1683712149,16,6,238203,0.7963965349497327,False
6081,osb19.eth,osbcollege1,1,ETH,True,1708346420,16,1,238219,0.7964500285856617,False
6082,shabahangshosho.eth,shabahang DAO,1,ETH,True,1708347139,16,1,238235,0.7965035222215907,False
6083,yaroshbryansf.eth,VOTER,1,VOTE,False,1709512024,16,1,238251,0.7965570158575197,False
6084,shoshokhezmeh.eth,khezmeh DAO,1,ETH,True,1708348665,16,1,238267,0.7966105094934487,False
6085,bahmancollegee.eth,bahman DAO,1,ETH,True,1708349140,16,1,238283,0.7966640031293777,False
6086,ilyakokhanovsky.eth,d,1,VOTE,False,1708349731,16,0,238299,0.7967174967653067,False
6087,saniyarosb.eth,saniyar DAO,1,ETH,True,1708349901,16,1,238315,0.7967709904012357,False
6088,soshiyanazizi.eth,soshiyan,1,ETH,True,1708350359,16,1,238331,0.7968244840371647,False
6089,271819.eth,wangyukuo,1,VOTE,False,1708351706,16,1,238347,0.7968779776730937,False
6090,deguzmanchris58.eth,arb is god,1,VOTE,False,1708353314,16,0,238363,0.7969314713090228,False
6091,hacuyatmaz.eth,Haci,1,VOTE,True,1709486660,16,0,238379,0.7969849649449517,False
6092,bottomof9thinning.eth,DeFi Investors DAO ,1,VOTE,False,1708361675,16,4,238395,0.7970384585808807,False
6093,ramanzak.eth,raman,1,eth,True,1708363392,16,0,238411,0.7970919522168097,False
6094,rahmanrasoulzadeh.eth,rahmanrasoulzadeh,1,ETH,True,1708363527,16,1,238427,0.7971454458527387,False
6095,airfile4.eth,AIRFILE,1,ETH,True,1708366939,16,3,238443,0.7971989394886677,False
6096,mohammadbahrami.eth,mb80,1,ETH,True,1708367416,16,1,238459,0.7972524331245967,False
6097,0xarani.eth,Zk.Khass,1,ETH,True,1708367591,16,1,238475,0.7973059267605257,False
6098,metales58.eth,metales58,1,ETH,True,1708368380,16,1,238491,0.7973594203964547,False
6099,sub1.mehrdadbcr.eth,ETH lover,137,MATIC,False,1708368520,16,1,238507,0.7974129140323837,False
6100,samira4444.eth,SAMIRA,1,ETH,True,1708370728,16,1,238523,0.7974664076683127,False
6101,yang1111.eth,yang1111,1,VOTE,False,1709482314,16,1,238539,0.7975199013042417,False
6102,madarjoon.eth,madarjoon,1,ETH,True,1708427650,16,2,238555,0.7975733949401708,False
6103,gatobate.eth,8immortals,1,OG,False,1647608929,16,13,238571,0.7976268885760998,False
6104,2013000.eth,mo123,1,VOTE,False,1709428963,16,1,238587,0.7976803822120287,False
6105,virtubox.eth,Fantasy,1,VOTE,False,1708535100,16,1,238603,0.7977338758479577,False
6106,nftmusicx.eth,eronft,1,ETH,True,1709409929,16,1,238619,0.7977873694838867,False
6107,setayesh1.eth,elie,1,ETH,True,1708546098,16,1,238635,0.7978408631198157,False
6108,aslan2.eth,aslani,1,ETH,True,1708547498,16,1,238651,0.7978943567557447,False
6109,d7-d5.eth,Is Robert the best one?,1,VOTE,False,1708561651,16,1,238667,0.7979478503916737,False
6110,leoflixs.eth,leoflix,1,VOTE,False,1708570499,16,0,238683,0.7980013440276027,False
6111,cd028.eth,SUJIE DAO,1,VOTE,False,1709378150,16,1,238699,0.7980548376635317,False
6112,77215.eth,清风徐来,1,VOTE,True,1708587324,16,1,238715,0.7981083312994607,False
6113,ertannn.eth,ertannn,1,VOTE,True,1708587942,16,0,238731,0.7981618249353897,False
6114,elcinnn.eth,elcinnn,1,VOTE,True,1708588893,16,0,238747,0.7982153185713187,False
6115,mahsasa.eth,mahsasa,1,VOTE,False,1708596658,16,0,238763,0.7982688122072478,False
6116,fgsds.eth,dfherd,1,VOYE,False,1708602788,16,1,238779,0.7983223058431768,False
6117,ydrgf.eth,CVBSW,1,VOTE,False,1708603970,16,1,238795,0.7983757994791058,False
6118,zvaeg.eth,ERGFX,1,VOTE,False,1708604111,16,1,238811,0.7984292931150347,False
6119,dfghd.eth,CVBRWEG,1,VOTE,False,1708604233,16,1,238827,0.7984827867509637,False
6120,marginswap.eth,Marginswap,1,MFI,False,1612640832,16,13,238843,0.7985362803868927,False
6121,ernfg.eth,CVBDF,1,VOTE,False,1708604897,16,1,238859,0.7985897740228217,False
6122,jeswe.eth,HTTFRJ,1,VOTE,False,1708604898,16,1,238875,0.7986432676587507,False
6123,dcsky.eth,KUYGJYU,1,VOTE,False,1708604899,16,1,238891,0.7986967612946797,False
6124,vbfdg.eth,DFGDER,1,VOTE,False,1708604899,16,1,238907,0.7987502549306087,False
6125,ncdrt.eth,GSDVVXC,1,VOTE,False,1708604899,16,1,238923,0.7988037485665377,False
6126,136767.eth,se7en ,1,ETH,True,1708523294,16,1,238939,0.7988572422024667,False
6127,yeni100.eth,ODO Test,100,HAK9,False,1648046585,16,12,238955,0.7989107358383958,False
6128,aghajoon.eth,aghajoon,1,ETH,True,1708428593,16,2,238971,0.7989642294743248,False
6129,banklessbrdao.eth,Bankless Brasil,137,BBR,False,1648036641,16,41,238987,0.7990177231102538,False
6130,aixie.eth,Easen,1,VOTE,False,1708428890,16,1,239003,0.7990712167461828,False
6131,dxoxb.eth,Fei,1,VOTE,False,1708429865,16,1,239019,0.7991247103821117,False
6132,sadegh88.eth,sadegh,1,ETH,True,1708433569,16,1,239035,0.7991782040180407,False
6133,mojtabo.eth,Jakesh,137,BASE,True,1708435573,16,1,239051,0.7992316976539697,False
6134,k4i.eth,Kai,137,VOTE,False,1683742267,16,1,239067,0.7992851912898987,False
6135,samono.eth,my space,1,ETH,False,1708444504,16,1,239083,0.7993386849258277,False
6136,simoos.eth,my space,1,VOTE,False,1708445281,16,1,239099,0.7993921785617567,False
